GlobalID,Note,Species,IndStatus,UnusualDis,HVNote,MoreImage,ParentGID,CreationDt,Creator,EditDate,Editor,MERGE_SRC
{83A452FC-EF6E-4C08-9789-D03B0D3C7FC3},,?,unsure,no,,yes,{C9500F1D-2A9C-4A67-9BD5-FC33B7B90BF9},6/25/2019 2:15,,6/25/2019 2:15,,hydrovegdata_3
{B76EC82E-9688-4309-832F-A308F58312A7},,Willow,unsure,no,Large willows but small willows growing directly in channel.,yes,{D8E6CC6B-7EE4-41EC-B53A-436FDC0ECADB},6/25/2019 2:15,,6/25/2019 2:15,,hydrovegdata_3
{D374C901-6E0C-46F7-9C56-4244E721C265},,,nonhydrophyte,no,,,{D8E6CC6B-7EE4-41EC-B53A-436FDC0ECADB},6/25/2019 2:15,,6/25/2019 2:15,,hydrovegdata_3
{E6CDFF8E-AA54-42BE-B991-1AF6E2C131EC},,Typha domingensis,hydrophyte,no,,yes,{7192F109-8617-4231-871C-DAD86552E24B},6/25/2019 2:25,,6/25/2019 2:25,,hydrovegdata_3
{DFFD22E2-63FE-48D5-91D5-9345A6CD81AE},,Creosote,nonhydrophyte,no,,,{D8E6CC6B-7EE4-41EC-B53A-436FDC0ECADB},6/25/2019 2:37,,6/25/2019 2:37,,hydrovegdata_3
{DCA7BDBF-E32C-40DB-A5B7-CF469FA6A338},,Mulefat,nonhydrophyte,no,,no,{F71F10BB-4019-4382-A0DA-08C66DC3167C},6/25/2019 2:37,,6/25/2019 2:37,,hydrovegdata_3
{446E0719-E74B-457F-A685-2C6BA3B8B70D},,Willow,unsure,no,,no,{F71F10BB-4019-4382-A0DA-08C66DC3167C},6/25/2019 2:37,,6/25/2019 2:37,,hydrovegdata_3
{CDADCE29-AB4A-4AA1-B487-D2D108F4E17F},,Grass,unsure,no,,yes,{06A7512C-EC2C-4C45-BDCA-E19DBEB59AB0},6/30/2019 2:14,,6/30/2019 2:14,,hydrovegdata_3
{72701D70-7B41-4D55-A330-5F7F0CDCF003},,Sweet clover,unsure,no,,,{06A7512C-EC2C-4C45-BDCA-E19DBEB59AB0},6/30/2019 2:14,,6/30/2019 2:14,,hydrovegdata_3
{168ECEBF-5071-47EA-85AD-C53825E4CA2D},,Salix gooddingii,hydrophyte,yes,Only 1 tree within reach. Small tree less than 2 meters tall.,yes,{06A7512C-EC2C-4C45-BDCA-E19DBEB59AB0},6/30/2019 2:14,,6/30/2019 2:14,,hydrovegdata_3
{28BCDBFE-78AA-4DDC-AD90-82B6751A0157},,Grass?,unsure,no,Thick patches along left bank. Mixed with Southern bulrush and rough cocklebur,yes,{E189DBDB-47EA-44A7-B41D-426B1B1738E2},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{D9F59479-2558-4EEB-9214-8D43EE32A711},,Southern bulrush,hydrophyte,no,,no,{E189DBDB-47EA-44A7-B41D-426B1B1738E2},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{E421703C-5364-492A-B1AB-DA30AE4B4572},,,,no,Aquatic plant. Found only in surface water,yes,{E189DBDB-47EA-44A7-B41D-426B1B1738E2},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{8DAAE226-7707-4162-9A91-5C531F5B73D9},,Sedge,unsure,no,,yes,{E189DBDB-47EA-44A7-B41D-426B1B1738E2},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{09B358E7-8D47-41B8-9F10-CC9CB2176932},,Populus angustifolia,unsure,no,,yes,{E189DBDB-47EA-44A7-B41D-426B1B1738E2},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{74E938DE-2F1A-4CBF-B175-F5A29AB184C4},,Mule fat,nonhydrophyte,no,,yes,{1EA475D3-3DE8-4D02-BABB-807C24F4DC57},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{FDD2A674-9123-4F8E-B963-D2BC1D84860C},,Sweetclover,nonhydrophyte,no,,no,{1EA475D3-3DE8-4D02-BABB-807C24F4DC57},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{D3827E93-1E74-47D6-B5D8-8AD1D8C29746},,Velvet ash,unsure,no,,yes,{1EA475D3-3DE8-4D02-BABB-807C24F4DC57},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{28F6458D-DE9B-4A4F-A256-3234945135F6},,Salix Gooddingii,,no,,yes,{1EA475D3-3DE8-4D02-BABB-807C24F4DC57},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{51EF2C79-16D7-4EB0-864F-E2B6691A2F88},,Rush,unsure,no,,yes,{1EA475D3-3DE8-4D02-BABB-807C24F4DC57},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{D5F57B8A-FC95-4993-B5E5-045CE7F43D52},,Southern bulrush,hydrophyte,no,,no,{8DDA4AE4-81E4-4E55-B9D6-A7EC9495A960},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{24A64BBB-6D35-4E32-9C74-ECA9591D5B8C},,Willow,unsure,no,,yes,{8DDA4AE4-81E4-4E55-B9D6-A7EC9495A960},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{F444EB16-1070-4006-94DF-1EF0A70DAB5E},,,nonhydrophyte,no,,,{A80CD7EC-27C9-4EB3-AC7E-2DC537105A18},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{66B5C389-D872-4C46-B56F-3B4C411828F4},,Catclaw acacia,nonhydrophyte,no,,no,{A80CD7EC-27C9-4EB3-AC7E-2DC537105A18},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{C8B30FE3-37E3-4D2D-A109-EF2D10DD1DA1},,Willow,unsure,yes,Only found at upstream section near multiple seeps,yes,{F5A4BC1D-0264-47A9-BF2A-E838FFC093A0},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{CDF0B3DC-BE51-45EF-AA2B-033EBE1F7CE5},,Southern bulrush,hydrophyte,yes,Only found at upstream section near multiple seeps.,yes,{F5A4BC1D-0264-47A9-BF2A-E838FFC093A0},6/30/2019 2:16,,6/30/2019 2:16,,hydrovegdata_3
{C7ECF4AA-93A4-4B4C-8BF2-501FE45B4C58},,Alnus incana,hydrophyte,no, Not found in dry reach,,{A8040277-D9A6-464C-8AA1-A116ED2FC39C},7/29/2019 21:02,raphaelmazor,7/29/2019 21:02,raphaelmazor,hydrovegdata_3
{0685AC9A-4F49-498D-889F-24A247467621},,Platanthera,hydrophyte,yes," Probably P. huronensis, but could be P. purpurascens or P. aquilonis. Just a small patch near top of reach.",yes,{A8040277-D9A6-464C-8AA1-A116ED2FC39C},7/29/2019 21:02,raphaelmazor,7/29/2019 21:02,raphaelmazor,hydrovegdata_3
{CBF9C79E-A364-4974-823F-1AB56C302FFA},,Heracleum maximum,nonhydrophyte,,,,{A8040277-D9A6-464C-8AA1-A116ED2FC39C},7/29/2019 21:02,raphaelmazor,7/29/2019 21:02,raphaelmazor,hydrovegdata_3
{7ADF0B1C-063B-4E56-8496-2E70B50E4FEF},,Eleocharis,hydrophyte,yes," Only in a few patches, near orchids.",,{A8040277-D9A6-464C-8AA1-A116ED2FC39C},7/29/2019 21:02,raphaelmazor,7/29/2019 21:02,raphaelmazor,hydrovegdata_3
{8E1594FF-6B14-48A0-83AD-530D00808C10},,Rosa,nonhydrophyte,,,,{A8040277-D9A6-464C-8AA1-A116ED2FC39C},7/29/2019 21:02,raphaelmazor,7/29/2019 21:02,raphaelmazor,hydrovegdata_3
{80EC33C7-30D7-4761-8230-CA64C5B0B6EE},,Unknown shrub,unsure,yes," One  multi-branched individual in middle of reach, not far from logger. Looks willow-like.",yes,{A8040277-D9A6-464C-8AA1-A116ED2FC39C},7/29/2019 21:02,raphaelmazor,7/29/2019 21:02,raphaelmazor,hydrovegdata_3
{686D9301-6517-4332-8F80-824535C434FE},,Alnus incana,hydrophyte,no,,,{3913632E-4F21-4217-8FDC-5293276BB2AF},7/30/2019 22:21,raphaelmazor,7/30/2019 22:21,raphaelmazor,hydrovegdata_3
{4FEEE319-786C-4A56-8D0A-26554CC0A853},,Platanthera,hydrophyte,yes," Restricted to small patch at top of reach, ~5 individuals",yes,{3913632E-4F21-4217-8FDC-5293276BB2AF},7/30/2019 22:21,raphaelmazor,7/30/2019 22:21,raphaelmazor,hydrovegdata_3
{BFCB55B3-F455-4090-856A-5ABDBA7F00B6},,Heracleum maximum,nonhydrophyte,,,,{3913632E-4F21-4217-8FDC-5293276BB2AF},7/30/2019 22:21,raphaelmazor,7/30/2019 22:21,raphaelmazor,hydrovegdata_3
{ADBF2B89-638A-4250-8C0F-A664BA573A4B},,Willow-like shrub,unsure,yes," Growing in creek, near logger deployment area",,{3913632E-4F21-4217-8FDC-5293276BB2AF},7/30/2019 22:21,raphaelmazor,7/30/2019 22:21,raphaelmazor,hydrovegdata_3
{B1C34F47-4DD2-4C69-89C9-A52B3EED5835},,Chilopsis linearis,nonhydrophyte,no, This was the most dominant plant in the riparian zone,,{9076BD8E-DCDC-45DE-8457-1211F00126D1},6/26/2019 23:46,,6/26/2019 23:46,,hydrovegdata_4
{CBAD9418-4494-4F30-8343-0B1882A59D8A},,Mimulus moschatus,hydrophyte,yes, Just one or two individuals observed.,,{9076BD8E-DCDC-45DE-8457-1211F00126D1},6/26/2019 23:46,,6/26/2019 23:46,,hydrovegdata_4
{81159E58-C920-4741-82EE-2F553A94EC22},,Mimulus guttatus,hydrophyte,yes," Just a few individuals growing along the reach, particularly in damp pannes in abandoned channels, as well as near the main reach",yes,{9076BD8E-DCDC-45DE-8457-1211F00126D1},6/26/2019 23:46,,6/26/2019 23:46,,hydrovegdata_4
{AAC488FE-F9EE-47B5-8F78-1C78EC1BF2F5},,Populus fremontii,nonhydrophyte,yes, Several tiny seedlings found throuhgout reach. Nothing over 2 inches tall,,{9076BD8E-DCDC-45DE-8457-1211F00126D1},6/26/2019 23:46,,6/26/2019 23:46,,hydrovegdata_4
{1FCFA6D9-4003-48E0-80D8-1F7E8C1A0059},,Alnus (rhombifolia?),hydrophyte,yes, Just one tiny seedling observed,,{9076BD8E-DCDC-45DE-8457-1211F00126D1},6/26/2019 23:46,,6/26/2019 23:46,,hydrovegdata_4
{4C3B188E-0B6F-4D09-8EB3-20F37503C2F0},,Arroyo Willow,hydrophyte,yes," Very sparse (1 individual)
No photo",,{D03B5D74-2808-4E12-8915-956250367862},6/28/2019 23:30,raphaelmazor,6/28/2019 23:30,raphaelmazor,hydrovegdata_4
{2F9C1296-0B45-48A3-8D7D-E93371915B8F},,Red willow,hydrophyte,yes,<2% of total area (1 individual),no,{D03B5D74-2808-4E12-8915-956250367862},6/28/2019 23:30,raphaelmazor,6/28/2019 23:30,raphaelmazor,hydrovegdata_4
{2C6A137A-FF78-4C61-842A-962EAED9BF2B},,Baccharis pilularis,nonhydrophyte,no,,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,hydrovegdata_4
{A6247513-B4CE-483B-8CF7-9AFC83B56AB7},,Poison oak,nonhydrophyte,no,,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,hydrovegdata_4
{8D79A2C4-CFA9-4782-8EF5-0418ED3F72D8},,Tamarisk,nonhydrophyte,yes,,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,hydrovegdata_4
{D2F3FCA4-D08B-49C5-89AF-1AF70690E35F},,Red willow,hydrophyte,yes, One individual at bottom of reach,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,hydrovegdata_4
{D1F6379F-C3AE-4175-80EF-3C857CD55DDF},,arroyo willow,hydrophyte,yes, One individual at bottom of canyon,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,hydrovegdata_4
{C90923ED-3A8C-4D98-8EAF-B1C8C5695A5B},,Encelia californica,nonhydrophyte,no,,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,hydrovegdata_4
{4853EE27-15E6-4731-8E71-66C77D62B0AD},,Mirabilis,nonhydrophyte,no,,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,hydrovegdata_4
{0782A1C0-7B54-4FD4-8501-1A13CD814187},,Arroyo willow,hydrophyte,yes, <2 % coverage. Very spotty,,{7852F5B8-CC32-4CF1-8CD5-7571BCE472F8},7/1/2019 17:00,raphaelmazor,7/1/2019 17:00,raphaelmazor,hydrovegdata_4
{0E49C4D7-4860-4811-81F1-8E0FB4A5A77A},,Mulefat,nonhydrophyte,," The photo exhibits burial
",,{7852F5B8-CC32-4CF1-8CD5-7571BCE472F8},7/1/2019 17:00,raphaelmazor,7/1/2019 17:00,raphaelmazor,hydrovegdata_4
{7ACF1024-F5CB-4D25-886A-290E039B21FC},,Artemesia douglasii,nonhydrophyte,,,,{7852F5B8-CC32-4CF1-8CD5-7571BCE472F8},7/1/2019 17:00,raphaelmazor,7/1/2019 17:00,raphaelmazor,hydrovegdata_4
{5C8F8636-DB7A-48D6-8E03-E0733835C2BA},,Elderberry,nonhydrophyte,,,,{7852F5B8-CC32-4CF1-8CD5-7571BCE472F8},7/1/2019 17:00,raphaelmazor,7/1/2019 17:00,raphaelmazor,hydrovegdata_4
{45BF578D-EB55-4458-8452-5B75C4E80677},,Rhus ovata,nonhydrophyte,,,,{7852F5B8-CC32-4CF1-8CD5-7571BCE472F8},7/1/2019 17:00,raphaelmazor,7/1/2019 17:00,raphaelmazor,hydrovegdata_4
{A96527E6-D385-412D-8814-97054D0476CD},,Hesperoyucca whipplei,nonhydrophyte,,,,{7852F5B8-CC32-4CF1-8CD5-7571BCE472F8},7/1/2019 17:00,raphaelmazor,7/1/2019 17:00,raphaelmazor,hydrovegdata_4
{7FFF52E7-CBA9-455A-9639-B0278E6C0A6F},,Cattails,hydrophyte,no,,yes,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,hydrovegdata_4
{64D0EB7C-9008-4547-80D2-D9A7273ACD4C},,Gooding willow,hydrophyte,no,,yes,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,hydrovegdata_4
{3FFF47C9-4AED-4A18-AD8E-F5B714F22AC8},,Seep willow,nonhydrophyte,no,,yes,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,hydrovegdata_4
{90ED4416-9FD6-4FD5-947A-495479B0254B},,?,unsure,no,,yes,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,hydrovegdata_4
{E285D466-614E-4D18-94B2-AFA713374587},,Sedge,hydrophyte,no,,yes,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,hydrovegdata_4
{9188B732-41DD-42A0-800F-3333F4936C35},,Watercress,hydrophyte,no,,no,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,hydrovegdata_4
{4E7292AD-59BD-45B5-89CE-113C7D021B32},,Aquatic plant 1,unsure,no,,no,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{C9510860-FD34-46F7-83AF-2BDCCB746CE2},,Sedge,hydrophyte,no,,yes,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{630071A1-1EA3-4A66-82A5-CDAA2AF62E0C},,Velvet ash,nonhydrophyte,no,Specimens less than 1 year old growing directly out of water. Older specimens on banks,yes,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{7A8EFFFF-1C6D-457E-A1BC-46D6B79E924B},,Aquatic plant 2,,no,,yes,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{9D0E7EBD-AEAB-49B0-ACD2-EA19054E5198},,?,unsure,no,,yes,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{6181092B-2D5A-4ED6-AE52-33DCDCBD382E},,Gooding willow,hydrophyte,yes,Only one tree on a bar.,yes,{F4CD4AA2-04E4-4796-9EF8-F7CC6187F021},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{67149F9A-2C45-4442-BF76-2A3EE10A814A},,Rosinbush,nonhydrophyte,no,,no,{F4CD4AA2-04E4-4796-9EF8-F7CC6187F021},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{06557A41-5D74-4D98-8B8A-0AF4E7974BDB},,Rosinbush,nonhydrophyte,no,,no,{E2366335-49BD-4F8C-8D76-29268EAA8633},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{AF47A2E3-D30B-4BDE-9BD3-B07C1E110628},,Grass,unsure,no,,yes,{E2366335-49BD-4F8C-8D76-29268EAA8633},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{4F18CBA1-3D44-46CE-B214-6554E427B0DA},,Rosinbush,nonhydrophyte,no,,no,{0E5D804B-4D7A-42A3-BE8C-BD04D793C53B},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{1FE187D8-4542-47DC-81A9-18159E1CAEDB},,Desert willow,nonhydrophyte,no,,no,{0E5D804B-4D7A-42A3-BE8C-BD04D793C53B},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{8042F2C1-BE06-46F9-9B54-6603AABEC68A},,Blue palo verde,nonhydrophyte,no,,yes,{0E5D804B-4D7A-42A3-BE8C-BD04D793C53B},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{584DDBE6-E9C4-41F0-85E8-D82C944E4E47},,Aquatic plant,hydrophyte,no,,no,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{94CCAB0E-F100-4039-8A48-F91F1CC871E1},,Gooding willow,hydrophyte,no,,yes,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{39747AB8-55F6-4E30-A97A-9C10889EC8E6},,Horsetail,hydrophyte,no,,yes,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{24685B57-664A-4766-83D4-C392C91D492F},,?,unsure,no,,yes,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{DF40E01B-B020-4DC4-A15D-030723921026},,?,unsure,no,,yes,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,hydrovegdata_4
{1474B8EF-98B0-4443-BEBF-9C1DE445B30F},,Gooding willow,hydrophyte,yes,Only young trees and growing in streambed,yes,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{BBB88CFD-E197-4679-B4E4-1CAE6721A0CA},,Freemont cottonwood,hydrophyte,no,,no,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{60387CFD-13E5-4FD6-B236-73D23FD10AE0},,?,unsure,no,,yes,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{E4F563B3-CB9A-4307-B3C2-45A06DDEC516},,?,unsure,no,,yes,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{F9D1B9E3-6FA6-48BB-926A-E07A7897092C},,Arizona sycamore,hydrophyte,no,,yes,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{F89830CB-7C42-4F0A-B652-81D4ECDDCD2D},,Boxelder maple,hydrophyte,no,No fruit apparent,yes,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{AD13F31E-1F3A-407A-BE40-15358EB0470A},,Raspberry,nonhydrophyte,no,Along banks,yes,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{8295AB89-4D5D-4C8E-87EC-FDA737C9ADF0},,Common selfheal,nonhydrophyte,no,,yes,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{BC687676-9AE3-40C7-A747-0367CA448B45},,Horsetail,hydrophyte,no,,no,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{325D282F-FD35-4581-8140-7C3330CD1D57},,Chokecherry,nonhydrophyte,no,,yes,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{06F6FB6B-32CF-417A-9928-E0E443D6E812},,Cephalanthus occidentalis,hydrophyte,no,,yes,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{EEE8B25B-171F-436E-9E09-FFFE4AD1F1F0},,Seep willow,nonhydrophyte,no,,yes,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{AD8840E0-23A0-4C93-BB4E-78010A689FA6},,Arizona sycamore,hydrophyte,no,,yes,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{C0F555E0-C966-447E-A47B-27F717600FF2},,Gooding willow,hydrophyte,no,,yes,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{7223BF44-4A38-435E-A76C-F8701641FD59},,Desert broom,nonhydrophyte,no,,no,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{B12485A8-0383-4E6C-982C-51AF4F1880C3},,Fremont cottonwood,hydrophyte,no,,yes,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{A40108F4-D3AC-4BE1-9806-A7E12E952B0E},,Rosinbush,nonhydrophyte,no,,yes,{E9877760-1F69-4FB2-B3B3-4338B0AADEF5},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{01EC0D07-1CC4-4EAD-AC15-F55AA9D08714},,Arizona sycamore,hydrophyte,no,,yes,{E9877760-1F69-4FB2-B3B3-4338B0AADEF5},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{026134E2-C53F-4095-A05D-59319C71DE82},,?,unsure,no,,yes,{E9877760-1F69-4FB2-B3B3-4338B0AADEF5},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
{A6F7AB3A-2A7E-4085-B741-221EC89C964A},,Boxelder,hydrophyte,no,,yes,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,hydrovegdata_4
